NPI,LOT_TYPE,LOT,COMMIT,OPERATION,OPER_SHORT,OPER_LONG,OUT_DATE,ORDER,LAYER,PLAN,SCALED_OUT_DATE,SCALED_PLAN
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,260270,L #8MT2wS,L #P1278 w DD WB DGN MT2 SED (MT1),,41,MT2,2025-09-15 00:49:48.714285712,,87.86930224867722
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,260803,L #8VA1wS,"L #P1278 w VA1 SED (MT2,MT1)",,42,VA1,2025-09-16 15:58:23.000000000,,89.50025462962962
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,265238,L #8MT3gS,L #P1278 g Drgn Apollo MT3 SED (MT2,,43,MT3,2025-09-18 07:06:57.285714287,,91.13120701058203
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,260806,L #8VA2wS,"L #P1278 w VA2 SED (MT3,MT2)",,44,VA2,2025-09-19 22:15:31.571428574,,92.76215939153441
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,265240,L #8MT4gS,L #P1278 g Drgn Apollo MT4 SED (MT3,,45,MT4,2025-09-21 13:24:05.857142853,,94.39311177248672
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,260810,L #8VA3wS,"L #P1278 w VA3 SED (MT4,MT3)",,46,VA3,2025-09-23 04:32:40.142857140,,96.02406415343911
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,249526,L #86MT5 d,L #P1278.6 d MT5 SED (MT4),,47,MT5,2025-09-24 19:41:14.428571428,,97.65501653439152
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,249553,L #86VA4,"L #P1278.6 d VA4 SED (MT5,MT4)",,48,VA4,2025-09-26 10:49:48.714285715,,99.28596891534391
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243912,L #86MT6 S,L #P1278.6 MT6 SED (MT5),,49,MT6,2025-09-28 01:58:23.000000002,,100.91692129629632
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243953,L #8VA5fS,"L #P1278 f VA5 SED (MT6,MT5)",,50,VA5,2025-09-29 17:06:57.285714290,,102.54787367724872
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243913,L #86MT7 S,L #P1278.6 MT7 SED (MT6),,51,MT7,2025-10-01 08:15:31.571428568,,104.17882605820101
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243954,L #8VA6fS,"L #P1278 f VA6 SED (MT7,MT6)",,52,VA6,2025-10-02 23:24:05.857142856,,105.80977843915343
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243914,L #86MT8 S,L #P1278.6  MT8 SED (MT7),,53,MT8,2025-10-04 14:32:40.142857143,,107.44073082010583
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243955,L #8VA7fS,"L #P1278 f VA7 SED (MT8,MT7)",,54,VA7,2025-10-06 05:41:14.428571431,,109.07168320105825
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243915,L #86MT9 S,L #P1278.6 MT9 SED (MT8),,55,MT9,2025-10-07 20:49:48.714285709,,110.7026355820105
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243956,L #8VA8fS,"L #P1278 f VA8 SED (MT9,MT8)",,56,VA8,2025-10-09 11:58:22.999999997,,112.33358796296292
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243916,L #86M10 S,L #P1278.6 M10 SED (MT9),,57,M10,2025-10-11 03:06:57.285714284,,113.96454034391532
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243957,L #8VA9fS,"L #P1278 f VA9 SED (M10,MT9)",,58,VA9,2025-10-12 18:15:31.571428571,,115.59549272486774
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,258787,L #8cM11dS,L #P1278c d M11 SED (M10),,59,M11,2025-10-14 09:24:05.857142859,,117.22644510582013
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243958,L #8V10fS,"L #P1278 f V10 SED (M11,M10)",,60,V10,2025-10-16 00:32:40.142857146,,118.85739748677251
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,258791,L #8cM12dS,L #P1278c d M12 SED (M11),,61,M12,2025-10-17 15:41:14.428571425,,120.4883498677248
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,243959,L #8V11fS,"L #P1278 f V11 SED (M12,M11)",,62,V11,2025-10-19 06:49:48.714285712,,122.11930224867723
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,221050,L #8cM13nS,L #P1278c n M13 SED (M12),,63,M13,2025-10-20 21:58:23.000000000,,123.75025462962962
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,248909,L #8V12fS,"L #P1278 f V12 SED (M13,M12)",,64,V12,2025-10-22 13:06:57.285714287,,125.38120701058203
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,221052,L #8cM14nS,L #P1278c n M14 SED (M13),,65,M14,2025-10-24 04:15:31.571428574,,127.01215939153442
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,221053,L #8cV13nS,"L #P1278c n V13 SED (M14,M13)",,66,V13,2025-10-25 19:24:05.857142853,,128.64311177248672
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,232502,L #8BKRnkS,"L #P1278 BKR NTKey SED (DNU,DPR)",,67,BKR,2025-10-27 10:32:40.142857140,,130.27406415343913
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,257413,L #8BM0bmS,L #P1278 BM0 FSM SED (DVG) BCN LOOP,,68,BM0,2025-10-29 01:41:14.428571428,,131.9050165343915
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255739,L #8BCNnkS,L #P1278 BCN NTKey SED (BM0),,69,BCN,2025-10-30 16:49:48.714285715,,133.53596891534394
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255584,L #8BV0fS,L #P1278 FSM BV0 SED (BM0),,70,BV0,2025-11-01 07:58:23.000000002,,135.16692129629632
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,241839,L #8BM1t S,L #P1278 t BM1 SED (BM0),,71,BM1,2025-11-02 23:06:57.285714290,,136.79787367724873
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,268210,L #8bBV1dS,L #P1278 d BV1 SED (BM1),,72,BV1,2025-11-04 14:15:31.571428568,,138.428826058201
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255488,L #8BM2bF,L #P1278b NRW BM2 SED FSM (BM1),,73,BM2,2025-11-06 05:24:05.857142856,,140.05977843915343
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255437,L #8BV2bF,L #P1278b NRW BV2 SED FSM (BM2),,74,BV2,2025-11-07 20:32:40.142857143,,141.69073082010584
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255309,L #8bBM3GS,L #P1278B BM3 MGP SED (BM2),,75,BM3,2025-11-09 11:41:14.428571431,,143.32168320105825
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255438,L #8BV3bF,L #P1278b NRW BV3 SED FSM (BM3),,76,BV3,2025-11-11 02:49:48.714285709,,144.9526355820105
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255308,L #8BM4bGS,L #P1278.1 BM4 MGP Narrow SED (BM3),,77,BM4,2025-11-12 17:58:22.999999997,,146.58358796296292
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,264467,L #8BAVf10,L #P1278.1 BAV f SED10 (BM4),,78,BAV,2025-11-14 09:06:57.285714284,,148.21454034391533
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,267014,L #8 BC1dS,L #P1278 d BC1 Narrow SED (BAV),,79,BC1,2025-11-16 00:15:31.571428571,,149.84549272486774
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,267015,L #8 BC2dS,L #P1278 d BC2 Narrow SED (BAV),,80,BC2,2025-11-17 15:24:05.857142859,,151.47644510582015
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,267016,L #8 BC3dS,L #P1278 d BC3 Narrow SED (BAV),,81,BC3,2025-11-19 06:32:40.142857146,,153.10739748677253
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,255439,L #8BV4bF,L #P1278b NRW BV4  SED FSM (BM4),,82,BV4,2025-11-20 21:41:14.428571425,,154.73834986772482
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,217326,L #81BM5bt,L #P1278.1 BM5 b SED thk res (BM4),,83,BM5,2025-11-22 12:49:48.714285712,,156.36930224867723
NPI 18A Panther Lake G-1 (8PXMCV A G),SC Scout 1,A5289200,2025-11-24 18:00:00,231725,L #81BLVbS,L #P1278.1 BLV b SED (BM5),,84,BLV,2025-11-24 03:58:23.000000000,,158.00025462962964
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,0204,Z EBMSTRT,Z EBM WAFER START QUEUE,2025-07-10 03:58:01,0,START,2025-07-10 03:58:01.000000000,21.0,21.0
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,204056,L 8ZRObaSE,L P1278 ZRO ba 1ST LYR SED (ZRO),2025-07-17 17:00:52,1,ZRO,2025-07-11 20:49:26.714285718,28.543645833333333,22.702380952380995
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,213233,L 8b NDRaS,L P1278b NDR a SED (ZRO),2025-07-20 23:48:34,2,NDR,2025-07-13 13:40:52.428571428,31.826770833333335,24.4047619047619
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,213234,L 8b PDRaS,L P1278b PDR a SED (ZRO),2025-07-21 18:55:44,3,PDR,2025-07-15 06:32:18.142857146,32.62341435185185,26.107142857142893
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,213666,L 8bDPRdSE,L P1278 DPRb d SED (ZRO),2025-07-23 16:47:33,4,DPR,2025-07-16 23:23:43.857142856,34.53439814814815,27.809523809523796
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,211888,L 8bDNUcSE,L P1278b c DNU SED (DPR),2025-07-27 07:58:37,5,DNU,2025-07-18 16:15:09.571428574,38.16708333333333,29.511904761904795
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,204091,L 8b PDI S,"L P1278b PDI SED (DNU,DPR)",2025-07-30 02:24:31,6,PDI,2025-07-20 09:06:35.285714284,40.935069444444444,31.214285714285694
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,204095,L 8b NDI S,"L P1278b NDI SED (DNU,DPR)",2025-07-31 00:44:47,7,NDI,2025-07-22 01:58:01.000000002,41.86581018518518,32.916666666666686
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,257029,L 8PLYrSE,"L P1278 PLY r SED (DNU,DPR)",2025-08-05 09:47:26,8,PLY,2025-07-23 18:49:26.714285712,47.24265046296296,34.61904761904759
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,210621,L 8b PS1 S,"L P1278b PS1 SED (PLY,DPR)",2025-08-13 20:33:26,9,PS1,2025-07-25 11:40:52.428571431,55.691261574074076,36.3214285714286
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,210622,L 8b PS2 S,"L P1278b PS2 SED (PLY,DPR)",2025-08-18 01:05:11,10,PS2,2025-07-27 04:32:18.142857140,59.87997685185185,38.02380952380949
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,234119,L 8d NESdS,"L P1278d NES d SED (PLY,DPR)",,11,NES,2025-07-28 21:23:43.857142859,,39.726190476190496
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,228847,L 8c FT1cS,"L P1278C FT1 SED (PLY,DPR)",,12,FT1,2025-07-30 14:15:09.571428568,,41.42857142857139
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,228848,L 8c FT2cS,"L P1278C FT2 SED (PLY,DPR)",,13,FT2,2025-08-01 07:06:35.285714287,,43.130952380952394
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,240707,L 8c FTPmS,"L P1278C FTP m SED (PLY,DPR)",,14,FTP,2025-08-02 23:58:00.999999997,,44.8333333333333
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,228394,L 8c DR5S,"L P1278c DR5 box SED (DPR,PLY)",,15,DR5,2025-08-04 16:49:26.714285715,,46.53571428571429
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,258363,L 8xrHNUS,"L P1278  5n4p r3 HNU SED (DPR,PLY)",,16,HNU,2025-08-06 09:40:52.428571425,,48.2380952380952
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,258365,L 8xrDR6S,"L P1278  5n4p r3 DR6 SED (DPR,PLY)",,17,DR6,2025-08-08 02:32:18.142857143,,49.94047619047619
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,242985,L 8 DR4xS,"L P1278 x DR4 SED (DPR,PLY)",,18,DR4,2025-08-09 19:23:43.857142853,,51.64285714285709
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,242990,L 8 HNSxS,"L P1278 HNS x SED (PLY,DCB)",,19,HNS,2025-08-11 12:15:09.571428571,,53.34523809523809
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,242983,L 8 QDMxS,"L P1278 x QDM SED (DPR,PLY)",,20,QDM,2025-08-13 05:06:35.285714281,,55.047619047618994
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,212437,L 8b PB2 S,"L P1278 b PB2 box SED (DPR,PLY)",,21,PB2,2025-08-14 21:58:01.000000000,,56.75
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,234550,L 8s PBMbS,"L P1278 s PBM b SED (DPR,PLY)",,22,PBM,2025-08-16 14:49:26.714285709,,58.45238095238089
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,235101,L 8s NBMnS,"L P1278 s NBM box SED (DPR,PLY)",,23,NBM,2025-08-18 07:40:52.428571428,,60.1547619047619
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261262,L 8TPAdyS,"L P1278 dyDGN TPA SED (PLY,DPR)",,24,TPA,2025-08-20 00:32:18.142857146,,61.8571428571429
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261263,L 8TPBdyS,"L P1278 dyDGN TPB SED (TPA,PLY,DPR)",,25,TPB,2025-08-21 17:23:43.857142856,,63.5595238095238
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,218701,L 8b NSDbS,"L P1278b NSD Bx SED (PLY,DPR)",,26,NSD,2025-08-23 10:15:09.571428574,,65.26190476190479
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,218702,L 8b PSDbS,"L P1278b PSD Bx SED (PLY,DPR)",,27,PSD,2025-08-25 03:06:35.285714284,,66.9642857142857
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261264,L 8GC1dyS,"L P1278 dy GC1 SED (TPAB,PLY)",,28,GC1,2025-08-26 19:58:01.000000002,,68.66666666666669
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261265,L 8GC2dyS,"L P1278 dy GC2 SED (TPAB,PLY)",,29,GC2,2025-08-28 12:49:26.714285712,,70.36904761904759
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261266,L 8PCTdyS,"L P1278 dy PCT SED (TPAB,PLY,DPR)",,30,PCT,2025-08-30 05:40:52.428571431,,72.0714285714286
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261267,L 8PCLdyS,"L P1278 dy PCL SED (PLY,DPR)",,31,PCL,2025-08-31 22:32:18.142857140,,73.77380952380949
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261268,L 8DVGdyS,"L P1278 dyDGN DVG SED (PCL,PLY)",,32,DVG,2025-09-02 15:23:43.857142859,,75.4761904761905
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261269,L 8DVPdyS,"L P1278 dyDGN DVP SED (DVG,PLY)",,33,DVP,2025-09-04 08:15:09.571428568,,77.17857142857139
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261270,L 8TLKdyS,"L P1278 dyDGN TLK SED (PLY,DVG)",,34,TLK,2025-09-06 01:06:35.285714287,,78.8809523809524
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261392,L 8VCGdyS,"L P1278 VCG dy SED (TLK,PCTL,PLY)",,35,VCG,2025-09-07 17:58:00.999999997,,80.5833333333333
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,261393,L 8VCTdyS,"L P1278 VCT dy SED(VCG,TLK,TPAB,PLY",,36,VCT,2025-09-09 10:49:26.714285715,,82.28571428571429
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,249446,L #8MT0dlS,"L #P1278 dlDGN MT0 SED (VCT,VCG)",,37,MT0,2025-09-11 03:40:52.428571425,,83.9880952380952
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,249070,L #8VA0daS,L #P1278 daDGN VA0 SED (MT0),,38,VA0,2025-09-12 20:32:18.142857143,,85.69047619047619
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,251775,L #8MT1deS,L #P1278 deDGN MT1 SED (VA0) Clippe,,39,MT1,2025-09-14 13:23:43.857142853,,87.3928571428571
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,260126,L #8cTFRgS,L #P1278c FL G-CHM TFR SED (MT1),,40,TFR,2025-09-16 06:15:09.571428571,,89.09523809523809
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,260270,L #8MT2wS,L #P1278 w DD WB DGN MT2 SED (MT1),,41,MT2,2025-09-17 23:06:35.285714290,,90.7976190476191
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,260803,L #8VA1wS,"L #P1278 w VA1 SED (MT2,MT1)",,42,VA1,2025-09-19 15:58:01.000000000,,92.5
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,265238,L #8MT3gS,L #P1278 g Drgn Apollo MT3 SED (MT2,,43,MT3,2025-09-21 08:49:26.714285709,,94.20238095238089
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,260806,L #8VA2wS,"L #P1278 w VA2 SED (MT3,MT2)",,44,VA2,2025-09-23 01:40:52.428571428,,95.9047619047619
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,265240,L #8MT4gS,L #P1278 g Drgn Apollo MT4 SED (MT3,,45,MT4,2025-09-24 18:32:18.142857146,,97.60714285714289
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,260810,L #8VA3wS,"L #P1278 w VA3 SED (MT4,MT3)",,46,VA3,2025-09-26 11:23:43.857142856,,99.3095238095238
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,249526,L #86MT5 d,L #P1278.6 d MT5 SED (MT4),,47,MT5,2025-09-28 04:15:09.571428574,,101.0119047619048
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,249553,L #86VA4,"L #P1278.6 d VA4 SED (MT5,MT4)",,48,VA4,2025-09-29 21:06:35.285714284,,102.7142857142857
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243912,L #86MT6 S,L #P1278.6 MT6 SED (MT5),,49,MT6,2025-10-01 13:58:01.000000002,,104.41666666666669
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243953,L #8VA5fS,"L #P1278 f VA5 SED (MT6,MT5)",,50,VA5,2025-10-03 06:49:26.714285712,,106.1190476190476
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243913,L #86MT7 S,L #P1278.6 MT7 SED (MT6),,51,MT7,2025-10-04 23:40:52.428571431,,107.82142857142863
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243954,L #8VA6fS,"L #P1278 f VA6 SED (MT7,MT6)",,52,VA6,2025-10-06 16:32:18.142857140,,109.52380952380949
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243914,L #86MT8 S,L #P1278.6  MT8 SED (MT7),,53,MT8,2025-10-08 09:23:43.857142859,,111.22619047619051
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243955,L #8VA7fS,"L #P1278 f VA7 SED (MT8,MT7)",,54,VA7,2025-10-10 02:15:09.571428568,,112.92857142857137
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243915,L #86MT9 S,L #P1278.6 MT9 SED (MT8),,55,MT9,2025-10-11 19:06:35.285714287,,114.6309523809524
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243956,L #8VA8fS,"L #P1278 f VA8 SED (MT9,MT8)",,56,VA8,2025-10-13 11:58:00.999999997,,116.33333333333329
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243916,L #86M10 S,L #P1278.6 M10 SED (MT9),,57,M10,2025-10-15 04:49:26.714285715,,118.0357142857143
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243957,L #8VA9fS,"L #P1278 f VA9 SED (M10,MT9)",,58,VA9,2025-10-16 21:40:52.428571425,,119.73809523809518
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,258787,L #8cM11dS,L #P1278c d M11 SED (M10),,59,M11,2025-10-18 14:32:18.142857143,,121.4404761904762
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243958,L #8V10fS,"L #P1278 f V10 SED (M11,M10)",,60,V10,2025-10-20 07:23:43.857142853,,123.1428571428571
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,258791,L #8cM12dS,L #P1278c d M12 SED (M11),,61,M12,2025-10-22 00:15:09.571428571,,124.84523809523812
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,243959,L #8V11fS,"L #P1278 f V11 SED (M12,M11)",,62,V11,2025-10-23 17:06:35.285714290,,126.5476190476191
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,221050,L #8cM13nS,L #P1278c n M13 SED (M12),,63,M13,2025-10-25 09:58:01.000000000,,128.25
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,248909,L #8V12fS,"L #P1278 f V12 SED (M13,M12)",,64,V12,2025-10-27 02:49:26.714285709,,129.95238095238088
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,221052,L #8cM14nS,L #P1278c n M14 SED (M13),,65,M14,2025-10-28 19:40:52.428571428,,131.6547619047619
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,221053,L #8cV13nS,"L #P1278c n V13 SED (M14,M13)",,66,V13,2025-10-30 12:32:18.142857137,,133.35714285714278
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,232502,L #8BKRnkS,"L #P1278 BKR NTKey SED (DNU,DPR)",,67,BKR,2025-11-01 05:23:43.857142856,,135.0595238095238
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,257413,L #8BM0bmS,L #P1278 BM0 FSM SED (DVG) BCN LOOP,,68,BM0,2025-11-02 22:15:09.571428574,,136.7619047619048
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255739,L #8BCNnkS,L #P1278 BCN NTKey SED (BM0),,69,BCN,2025-11-04 15:06:35.285714284,,138.4642857142857
NPI 18A Panther Lake G-1 (8PXMCV A G),Lead Lot,A5280130,2025-11-30 18:00:00,255584,L #8BV0fS,L #P1278 FSM BV0 SED (BM0),,70,BV0,2025-11-06 07:58:01.000000002,,140.16666666666669
